-1.1585,-0.21973,-2.3358,0.98469,0.94248
-1.1585,-0.29266,-2.3453,1.0672,0.94248
-1.1585,-0.36949,-2.3497,1.1484,0.94248
-1.1585,-0.44927,-2.3488,1.2273,0.94248
-1.1585,-0.53101,-2.3427,1.3029,0.94248
-1.1585,-0.61373,-2.3314,1.3744,0.94248
-1.1585,-0.69651,-2.3152,1.4409,0.94248
-1.1585,-0.77858,-2.2941,1.5019,0.94248
-1.1585,-0.8593,-2.2686,1.5571,0.94248
-1.1585,-0.93824,-2.2388,1.6062,0.94248
-1.1585,-1.0151,-2.205,1.6493,0.94248
-1.1585,-1.0898,-2.1675,1.6865,0.94248
-1.1585,-1.1622,-2.1265,1.7179,0.94248
-1.1585,-1.2324,-2.0823,1.7438,0.94248
-1.1585,-1.3005,-2.0349,1.7646,0.94248
-1.1585,-1.3005,-2.0349,1.7646,0.94248
-0.99976,-1.3063,-2.0563,1.7918,0.94248
-0.83824,-1.3123,-2.0752,1.8167,0.94248
-0.67413,-1.318,-2.0912,1.8384,0.94248
-0.50777,-1.323,-2.1039,1.8561,0.94248
-0.33959,-1.3269,-2.1132,1.8694,0.94248
-0.17012,-1.3294,-2.1189,1.8775,0.94248
0,-1.3303,-2.1208,1.8803,0.94248
0.17012,-1.3294,-2.1189,1.8775,0.94248
0.33959,-1.3269,-2.1132,1.8694,0.94248
0.50777,-1.323,-2.1039,1.8561,0.94248
0.67413,-1.318,-2.0912,1.8384,0.94248
0.83824,-1.3123,-2.0752,1.8167,0.94248
0.99976,-1.3063,-2.0563,1.7918,0.94248
1.1585,-1.3005,-2.0349,1.7646,0.94248
1.1585,-1.3005,-2.0349,1.7646,0.94248
1.1585,-1.1936,-2.1073,1.7301,0.94248
1.1585,-1.0816,-2.1719,1.6826,0.94248
1.1585,-0.9641,-2.228,1.6213,0.94248
1.1585,-0.8415,-2.2746,1.5453,0.94248
1.1585,-0.71484,-2.3109,1.4549,0.94248
1.1585,-0.58611,-2.3358,1.3511,0.94248
1.1585,-0.45827,-2.3484,1.2359,0.94248
1.1585,-0.33492,-2.3484,1.1125,0.94248
1.1585,-0.21973,-2.3358,0.98469,0.94248
