-1.1101,-1.1432,-0.43276,0.0051615,0.94248
-1.1101,-1.1539,-0.5108,0.09393,0.94248
-1.1101,-1.1793,-0.56127,0.16973,0.94248
-1.1101,-1.2156,-0.59081,0.23564,0.94248
-1.1101,-1.2614,-0.60221,0.2928,0.94248
-1.1101,-1.3158,-0.5964,0.34139,0.94248
-1.1101,-1.3788,-0.57291,0.38091,0.94248
-1.1101,-1.4512,-0.52966,0.41007,0.94248
-1.1101,-1.5352,-0.46166,0.4261,0.94248
-1.1101,-1.6372,-0.35589,0.42229,0.94248
-1.1101,-1.6372,-0.35589,0.42229,0.94248
-0.86806,-1.5594,-0.52076,0.50934,0.94248
-0.62272,-1.5118,-0.62373,0.56471,0.94248
-0.37476,-1.4828,-0.68733,0.59932,0.94248
-0.12511,-1.4689,-0.71808,0.61617,0.94248
0.12511,-1.4689,-0.71808,0.61617,0.94248
0.37476,-1.4828,-0.68733,0.59932,0.94248
0.62272,-1.5118,-0.62373,0.56471,0.94248
0.86806,-1.5594,-0.52076,0.50934,0.94248
1.1101,-1.6372,-0.35589,0.42229,0.94248
1.1101,-1.6372,-0.35589,0.42229,0.94248
1.1101,-1.5635,-0.43482,0.42757,0.94248
1.1101,-1.5002,-0.49221,0.42158,0.94248
1.1101,-1.4437,-0.53481,0.40776,0.94248
1.1101,-1.3928,-0.56578,0.38777,0.94248
1.1101,-1.3465,-0.58682,0.36256,0.94248
1.1101,-1.3046,-0.59887,0.33267,0.94248
1.1101,-1.2668,-0.60241,0.29844,0.94248
1.1101,-1.2332,-0.59758,0.26003,0.94248
1.1101,-1.204,-0.58419,0.21744,0.94248
